X,Y,OBJECTID,REPT_NO,LABEL,YEARDRILLED,GRIDNAME,GRIDLINE,GRIDSTATION,LOCATIONMAP,COMMENTS,AZIMUTHTRUE,DIP,LENGTH_M,OVERBURDEN_M,SURFACEROCK,CORESIZE,LOGSREPORTED,LOCATIONDETAIL
-65.884685496723,47.2949437956396,10754,473750,CNE-89-8,1989, ,0+76N,0+43E,Yes, ,159,47,41.8,7.4,Weakly Laminated Tuff,BQ,Yes, 
-66.1160930600762,47.3097626171156,10755,473748,ST-196D,1988, ,9813N,11575E,Yes,Hole deepened from 434.95 to 831.79m,336,40,396.84,,Crystal Tuff at 434.95m,NQ,Yes, 
-66.1153366333517,47.3119548965919,10756,473748,ST-197D,1988, ,10016N,11724E,Yes,Hole deepened from 203 to 597.71m,321,51,394.71,,Crystal Lapilli Tuff at 203m,18,Yes, 
-66.1168599875922,47.3097831569482,10757,473748,ST-198D,1989, ,9840N,11525E,Yes,Hole deepended from 271.88 to 509.63m ,336,44,237.75,,Crystal Tuff at 271.88m,NQ,Yes, 
-66.1140078691222,47.3109789900223,10758,473748,ST-201D,1988, ,9873N,11773E,Yes,Hole deepened from 429.71 to 785.47m ,329,44,355.76,,Crystal Tuff at 429.71m ,NQ,Yes, 
-66.1182437653217,47.3086183837484,10759,473748,ST-203D (C2-9),1989, ,9766N,11372E,Yes,Hole deepened from 199.03 to 455.68m,336,39,256.65,,Felsic Tuff at 199.03m,NQ,Yes, 
-66.1128973912498,47.3109123035946,10760,473748,ST-228ext,1988, ,9834N,11848E,Yes,Hole deepened from 502.62 to 725.42m,329,53,222.8,,Crystal Tuff at 502.62m,NQ,Yes, 
-66.1148090554436,47.3099202484661,10761,473748,ST-229ext,1988, ,9790N,11670E,Yes,Hole deepened from 526.39 to 830.58m ,333,51.5,304.19,,Crystal Lapilli Tuff at 526.39m,BQ,Yes, 
-66.1115878154969,47.3145778924435,10762,473748,ST-300,1988, ,10167N,12101E,Yes, ,330,70,648.31,7.92,Felsic Tuff/Undifferentiated Crystal Tuff,NQ,Yes, 
-66.1203809618881,47.3075010508713,10763,473748,ST-301,1989, ,9713N,11176E,Yes, ,336,46,428.55,1.52,Intercalated Felsic Tuff and Felsic Lapilli Tuff,NQ,Yes, 
-65.1890973564044,46.3957737660701,10765,470213,CB-75-96,1975, , , ,Yes, ,,-90,19.3548,,Clay, ,Yes, 
-65.1751091323598,46.3676658156763,10766,470213,CB-75-98,1975, , , ,Yes, ,,-90,7.9248,,Clay and Brown Shale, ,Yes, 
-65.1941321859269,46.3766215721853,10767,470213,CB-75-100,1975, , , ,Yes, ,,-90,18.288,,Clay, ,Yes, 
-65.0919086513402,46.4338740508288,10768,470213,CB-75-101,1975, , , ,Yes, ,,-90,18.288,,Red Mud and Shale, ,Yes, 
-65.0905793103089,46.4324360394171,10769,470213,CB-75-102,1975, , , ,Yes, ,,-90,23.1648,,Red Mud and Shale, ,Yes, 
-65.0990044039803,46.4312079780019,10770,470213,CB-75-103,1975, , , ,Yes, ,,-90,16.4592,,Red Mud and Shale, ,Yes, 
-65.1021587711446,46.4299869345022,10771,470213,CB-75-104,1975, , , ,Yes, ,,-90,17.9832,,Red Mud and Shale, ,Yes, 
-65.0631673309225,46.4613550453843,10772,470213,CB-75-210,1975, , , ,Yes,hole abandoned at 112 feet (34.14m),,-90,34.1376,,Clay and Sand, ,Yes, 
-65.0875646222987,46.3864477201995,10773,470213,CB-75-214,1975, , , ,Yes, ,,-90,36.576,,Red Clay, ,Yes, 
-65.099315714294,46.3667614693897,10774,470213,CB-75-215,1975, , , ,Yes, ,,-90,21.7932,,Red Clay, ,Yes, 
-65.1449320409795,46.3585840370872,10775,470213,CB-75-216,1975, , , ,Yes, ,,-90,42.672,,Clay, ,Yes, 
-65.1462914761894,46.3509071405454,10776,470213,CB-75-217,1975, , , ,Yes, ,,-90,10.3632,,Clay, ,Yes, 
-65.189846149918,46.3498495462571,10777,470213,CB-75-218,1975, , , ,Yes, ,,-90,23.1648,,Clay, ,Yes, 
-65.2110693827731,46.3424700738175,10778,470213,CB-75-219,1975, , , ,Yes, ,,-90,51.2064,,Red Clay, ,Yes, 
-65.2015630062806,46.3938196832459,10779,470213,CB-75-221,1975, , , ,Yes, ,,-90,11.8872,,Clay, ,Yes, 
-65.2212460378074,46.3940326894504,10780,470213,CB-75-222,1975, , , ,Yes, ,,-90,47.8536,,Red Mud, ,Yes, 
-65.239350826132,46.388250535424,10781,470213,CB-75-223,1975, , , ,Yes, ,,-90,45.72,,Gravel and Red Mud Mis, ,Yes, 
-65.2115612465056,46.3938968864984,10782,470213,CB-75-224,1975, , , ,Yes, ,,-90,10.8204,,Sand and Gravel, ,Yes, 
-65.149527554486,46.35562424974,10783,470213,CB-75-225,1975, , , ,Yes, ,,-90,11.7348,,Clay, ,Yes, 
-65.2052660406251,46.4181191029329,10784,470213,CB-75-229,1975, , , ,Yes, ,,-90,46.0248,,Brown Shale and Gravel, ,Yes, 
-65.2233221924049,46.412050979944,10785,470213,CB-75-231,1975, , , ,Yes, ,,-90,38.1,,Clay and Sand, ,Yes, 
-65.2321968265094,46.4091176245629,10786,470213,CB-75-232,1975, , , ,Yes, ,,-90,44.196,,Clay and Sand, ,Yes, 
-65.2411900311367,46.4060769204516,10787,470213,CB-75-233,1975, , , ,Yes, ,,-90,45.72,,Gravel and Sand, ,Yes, 
-65.2292710001976,46.4051622040123,10788,470213,CB-75-235,1975, , , ,Yes, ,,-90,14.0208,,Clay and Sand, ,Yes, 
-65.2204356571156,46.4081047685486,10789,470213,CB-75-236,1975, , , ,Yes,,,-90,17.6784,,Clay and Gravel, ,Yes, 
-65.2113761700033,46.4111341021663,10790,470213,CB-75-237,1975, , , ,Yes, ,,-90,30.48,,Sand and Gravel, ,Yes, 
-65.2023679196691,46.4141543065034,10791,470213,CB-75-238,1975, , , ,Yes, ,,-90,45.72,,Clay and Gravel, ,Yes, 
-65.1934880948619,46.4172022663877,10792,470213,CB-75-239,1975, , , ,Yes, ,,-90,36.576,,Clay and Gravel, ,Yes, 
-65.1889270670183,46.4110136961153,10793,470213,CB-75-240,1975, , , ,Yes, ,,-90,43.2816,,Clay and Sand, ,Yes, 
-65.2270653699772,46.4021324779331,10794,470213,CB-75-241,1975, , , ,Yes, ,,-90,20.7264,,Clay and Sand, ,Yes, 
-65.2247970712165,46.3990120315055,10795,470213,CB-75-242,1975, , , ,Yes, ,,-90,32.6136,,Clay and Brown Shale, ,Yes, 
-65.2182431936468,46.4050840162885,10796,470213,CB-75-243,1975, , , ,Yes,,,-90,36.576,,Clay and Brown Shale, ,Yes, 
-65.2159241145553,46.4019268329651,10797,470213,CB-75-244,1975, , , ,Yes, ,,-90,21.9456,,Clay and Gravel, ,Yes, 
-65.209222676219,46.4081316104911,10798,470213,CB-75-245,1975, , , ,Yes,"Coal seam 1/2"" at 43 feet (1.3cm at 13.11m)",,-90,26.2128,,Sand and Gravel, ,Yes, 
-65.2069308497457,46.4049385613953,10799,470213,CB-75-246,1975, , , ,Yes, ,,-90,39.624,,Sand and Gravel, ,Yes, 
-65.8657799372121,47.5205058063781,10800,471318,DDH-5,1954, ,4000N,300E,Yes, ,90,44,91.44,9.144,"Tuff, andesitic",17,Yes, 
-65.8674743635146,47.5153701778152,10801,471318,DDH-6,1954, ,2130N,130W,Yes, ,110,45,182.88,13.4112,"Tuff, Rhyolitic",17,Yes, 
-66.622551007722,47.7720796485183,10802,471964,55-1,1955, ,L5,1000'W,Yes, ,117,45,152.4,6.096,intermediate volcanics,17,Yes, 
-66.6209704778361,47.7693472399383,10803,471964,55-2,1955, ,L6,150'W,Yes, ,117,45,182.88,5.4864,"black, fine-grained basic volcanic",17,Yes, 
-66.6191142869288,47.7685217458226,10804,471964,55-3,1955, ,L6,412'E,Yes, ,117,45,123.1392,3.6576,Feldspar Porphyry,17,Yes, 
-66.6198887771523,47.7688537126917,10805,471964,55-4,1955, ,L6,200'S,Yes, ,117,45,75.2856,4.572,Granite,17,Yes, 
-66.6198621169877,47.7688627339086,10806,471964,55-5,1955, ,L6,200E,Yes, ,,90,92.3544,3.9624,Granite,17,Yes, 
-65.870475986065,47.5175182807282,10807,471318,DDH-7,1954, ,2930N,880W,Yes, ,110,46,183.7944,10.9728,Porphyritic Andesite,17,Yes, 
-65.8725152250375,47.5191034199485,10808,471318,DDH-8,1954, ,3500N,1375W,Yes, ,110,45,213.36,7.62,Andesite,17,Yes, 
-65.874557317922,47.5193303545394,10809,471318,DDH-9,1954, ,3600N,1870W,Yes, ,110,45,183.7944,7.62,Feldspar Porphyry,17,Yes, 
-66.6180618798887,47.7691793588472,10810,471964,55-6,1956, ,L5A,500E,Yes, ,246,45,142.70736,3.9624,Volcanics,17,Yes, 
-66.6185264268646,47.7681266275227,10811,471964,55-7,1956, ,L6,600E,Yes, ,246,45,147.2184,3.9624,Feldspar Porphyry,17,Yes, 
-66.6198354159092,47.7688537678576,10812,471964,55-8,1956, ,L6,200E,Yes, ,66,45,99.5172,3.9624,Diorite,17,Yes, 
-66.6188632366954,47.769592247974,10813,471964,55-9,1956, ,L5A,200E,Yes, ,66,45,137.16,3.6576,Granite,17,Yes, 
-66.6269657994904,47.7605360308515,10814,471964,55-10,1956, ,L6010,200E,Yes, ,66,45,121.92,3.6576,Volcanics,17,Yes, 
-66.6228084186302,47.7680412280476,10815,471964,55-11,1956, ,L7B,300W,Yes, ,246,45,152.4,6.096,Feldspar Porphyry,17,Yes, 
-66.6269924975651,47.7605449952892,10816,471964,55-12,1956, ,L6010,200'E,Yes, ,246,45,123.5964,4.2672,Volcanics,17,Yes, 
-66.6316173731967,47.7591458159974,10817,471964,55-13,1956, ,L15,600W,Yes, ,246,45,164.2872,8.2296,mixed/altered metamorphosed sediments,17,Yes, 
-66.6280071621805,47.760939601272,10818,471964,55-14,1956, ,L13,100W,Yes, ,246,45,69.7992,3.6576,Sediments,17,Yes, 
-66.624036893626,47.7685435649322,10819,471964,55-15,1956, ,L7B,600W,Yes, ,66,45,69.9516,6.7056,Volcanics,17,Yes, 
-66.6335531386609,47.7598451094883,10820,471964,55-16,1956, ,L15,1100W,Yes, ,66,45,140.60424,8.2296,Volcanics with interbedded sediments,17,Yes, 
-66.6331394781325,47.7597736358279,10821,471964,55-17,1956, ,L15,10+00W,Yes, ,,90,395.90472,3.048,rhyolitic volcanics,17,Yes, 
-66.6284212631817,47.7611909662984,10822,471964,55-18,1956, ,L13,225W,Yes, ,246,45,113.8428,7.62,Granite with small amount diss. pyrrhotite,17,Yes, 
-66.6270997453881,47.7607697197546,10823,471964,55-19,1956, ,L6010,200E,Yes, ,,90,91.44,3.6576,"Volcanics, hard, cherty",17,Yes, 
-66.6190516495168,47.7703205401745,10824,471964,55-20,1956, ,L5,1+00E,Yes, ,,90,305.31816,3.6576,"Volcanics, fine-grained",17,Yes, 
-66.6270952562857,47.758908032389,10825,471964,55-21,1956, ,L14,4+00E,Yes, ,246,45,122.65152,4.572,"Granite, well-fractured",17,Yes, 
-66.6212551675821,47.7771174455124,10826,471964,55-22,1956, ,L1,17+00W,Yes, ,66,45,61.17336,3.048,"Granite, porphyritic",17,Yes, 
-66.620173612354,47.7767588264793,10827,471964,55-23,1956, ,L1,14+00W,Yes, ,246,45,62.3316,4.572,intermediate volcanics,17,Yes, 
-66.0986192829368,47.8977273188187,10828,471967,NC 1,1955, , , ,1,no log reported,,,284.6832,,Tuff,17,2, 
-66.1015896152533,47.8975307034584,10829,471967,NC 2,1955, , , ,1,no log reported,,,230.4288,, ,17,2, 
-66.1013826826997,47.8966036856394,10830,471967,NC 3,1955, , , ,1,no log reported,,,153.0096,, ,17,2, 
-66.0995662832412,47.8963006573232,10831,471967,NC 4,1955, , , ,1,no log reported,,,182.88,,Volcanics,17,2, 
-66.1040378473879,47.8974041790579,10832,471967,NC 5,1955, , , ,1,no log reported,,,205.1304,, ,17,2, 
-66.1061118347201,47.8972493542673,10833,471967,NC 6,1955, , , ,1,no log reported,,,121.92,, ,17,2, 
-66.1016080358418,47.9021533063485,10834,471967,NC 7,1955, , , ,1,no log reported,,,257.556,, ,17,2, 
-67.6409337138515,46.3988750805994,10835,476539,BP-07-02,2007, ,93N,10.5E,Yes,collared in outcrop,20,-45,123,,Calcareous siltstone,15,Yes, 
-67.6401947709794,46.3977397857411,10836,476539,BP-07-03,2007, ,15.5S,55E,Yes,collared in outcrop,290,-40,183,,Calcareous siltstone,15,Yes, 
-67.6404528763391,46.3982680570852,10837,476539,BP-07-04,2007, ,34.5N,36.9E,Yes,collared in outcrop,290,-40,162,,Mafic Intrusive,15,Yes, 
-67.6412450667673,46.3982151599026,10838,476539,BP-07-05,2007, ,15.5N,8.3E,Yes,collared in outcrop,145,-45,39,,Calcareous siltstone,15,Yes, 
-66.3577501417241,47.4178115244461,10839,475388,CP-98-2 Ext,2000, , , ,Yes,Extension of drill hole from 678 to 871m,270,-60,193,,quartz feldspar crystal tuff at 678m ,NQ,Yes, 
-66.3956903456587,47.3303231370675,10840,471642,Hole 3,1957, , , ,Yes, ,327,34,101.8032,13.1064,Biotitic Siltstone,17,Yes, 
-65.9109765792172,45.667863526345,10841,UNFILED,DP-07-05,2007, , , ,Yes,"location on map in report 476601; no log reported ",,,,, ,17,No, 
-66.0052524735675,47.4164886650336,10842,477436,NM-95-5,1995, , , ,Yes, ,100,-60,152,0,Dark grey siltstone w/ interbedded greywacke,NQ,Yes, 
-66.01003898116,45.6676958040226,10843,476773,BH-08-14,2008, , , ,Yes,Log data missing for 0.00 to 168m,210,50,338,, Tuffaceous Siltstone at 168m ,NQ,Yes, 
-65.9115096804206,45.669638844295,10844,476790,DP-08-29,2008, , , ,Yes,drill log missing information (from 0.0 to 40.83m),,45,299,,Pillow basalt at 40.83m ,NQ,Yes, 
-65.9115096804206,45.669638844295,10845,476790,DP-08-29ext,2008, , , ,Yes,extension of hole DP-08-29 from 296.6m to 425m ,115,,128.4,,Mafic Volcanic at 296.6m,NQ,Yes, 
-66.2288345259757,47.0997630785624,10846,474640,BSM-95-1,1995, , , ,Yes,location approximate,,,21,, , ,No, 
-66.2286631348894,47.0997896614167,10847,474640,BSM-95-2,1995, , , ,Yes,location approximate,,,17.8,, , ,No, 
-66.2284784336609,47.0998431993716,10848,474640,BSM-95-3,1995, , , ,Yes,location approximate,,,15,, , ,No, 
-66.2282805130554,47.0999057014084,10849,474640,BSM-95-4,1995, , , ,Yes,location approximate,,,11,, , ,No, 
-66.2283327971374,47.0999867850778,10850,474640,BSM-95-5,1995, , , ,Yes,location approximate,,,12,, , ,No, 
-66.2287021095629,47.0998977002971,10851,474640,BSM-95-6,1995, , , ,Yes,location approximate,,,20,, , ,No, 
-66.2285827295129,47.1000593393677,10852,474640,BSM-95-7,1995, , , ,Yes,location approximate,,,14,, , ,No, 
-66.1400996713703,47.8653189075215,10853,471974,NB-55-31,1955, , , ,1, ,336,45,45.4152,,maroon coloured sandstone,17,1,
-65.9060085657162,47.2813254486637,10854,474880,RTB-95-1,1995, , , ,1, ,159,-60,200,,"light grey feldspar, phyric rhyolite",17,1, 
-66.6237643419787,47.7618934910182,10855,476512,Hole A,2007,,,,1,"no log reported, minimal information available",,20,25,,,4,2,
-66.0579706986186,47.370001086135,10856,474803,15-145-95-1,1995,,,,1,,152,-54,431,8,Black argillite with fine to coarse felsic tuff,15,1,
-66.1017052903828,47.3875024321301,10857,474803,15-145-95-2,1995,,,,1,,215,-72,506,8,Felsic ash tuff with minor rhyolite,15,1,
-66.5294622848668,47.5642984828533,10858,473302,SF-4,1985,,,,1,,195,-50,157.28,3.05,Mafic dyke,15,1,Location approximate
-66.5285872707943,47.5641506563315,10859,473302,SF-3,1985,,,,1,,195,-62,166.73,3.35,Altered intrusive,15,1,Location approximate
-66.5275662231072,47.5637561445485,10860,473302,SF-2,1985,,,,1,,195,-50,114.3,4.18,Altered mafic intrusive,15,1,Location approximate
-66.5264721870925,47.5632628830453,10861,473302,SF-5,1985,,,,1,,285,-49.5,165.81,7.3,Mafic intrusive,15,1,Location approximate
-66.5291053986026,47.5631813017361,10862,473302,SF-1,1985,,,,1,,195,-50,194.16,4.27,Mafic intrusive,15,1,Location approximate
-66.5238478729061,47.5645301205487,10863,473302,SF-6,1985,,,,1,,157,-51,110.34,2.44,"Mafic intrusive; siltstone at 4.30m",15,1,Location approximate
-66.1354158008937,47.3038975420472,10864,473748,ST-302,1988, ,9801N,9975E,Yes, ,333,62,870.81,8.53,Cherty Lapilli Tuff,NQ,Yes, 
-66.0963574442674,47.3171881517168,10865,473748,ST-303,1988, ,9880N,13100E,Yes, ,308,63,714.95,4.88,Felsic Tuff/Undifferentiated Crystal Tuff,NQ,Yes, 
-66.1101592435545,47.314591064125,10866,473748,ST-304,1988, ,10125N,12199E,Yes, ,336,47,341.68,7.32,Felsic Crystal Tuff,NQ,Yes, 
-66.1077984163501,47.3154735744024,10867,473748,ST-305,1988, ,10144N,12403E,Yes, ,336,47,282.84,3.05,Felsic Crystal Tuff/Felsic Tuff,NQ,Yes, 
-66.1189922549088,47.3075144627843,10868,473748,ST-306 (Deepen),1989, ,9675N,11275E,Yes,Hole deepened from 541.02 to 693.72m,332,53,150.7,,Argillaceous Crystal Tuff at 541.02m,NQ,Yes, 
-66.1149342971887,47.3108921352334,10869,473748,ST-307,1988, ,9894N,11706E,Yes, ,330,76,480.36,9.75,Felsic Crystal Tuff,NQ,Yes, 
-66.1137855658777,47.3088014361882,10870,473748,ST-308,1988, ,9646N,11692E,Yes, ,327,59.5,974.45,3.65,Banded Cherty Tuff,BQ,Yes, 
-66.1151469495717,47.3089139269248,10871,473748,ST-309,1988, ,9697N,11603E,Yes, ,325,63,925.17,3.66,Felsic Tuff,NQ,Yes, 
-66.1179301687934,47.3080866355556,10872,473748,ST-326,1989, ,9700N,11375E,Yes,Hole deepened from 585.22 to 736.4m,333,55,151.18,, Crystal Tuff at 585.22m ,NQ,Yes, 
-66.1170097975776,47.3073369914309,10873,473748,ST-331,1989, ,9595N,11400E,Yes, ,326,57,933.31,3.66,Felsic Tuff,BQ,Yes, 
-66.1085379894461,47.3120219781271,10874,473748,ST-332,1989, ,9825N,12200E,Yes, ,326,59,690.68,4.57,Felsic Tuff/Minor Undifferentiated,NQ,Yes, 
-65.8813828668974,47.3437518154071,10875,473674,NBE-88-1,1988, ,60E,L100N,Yes, ,120,45,154.23,3.04,Felsic Lapilli Tuff,NQ,Yes, 
-66.1189068697823,47.3083597187818,10876,473748,ST-335,1989, ,9600N,11325E,Yes, ,328,57,918.36,3.05,Felsic Tuff/Minor Crystal Tuff,NQ,Yes, 
-66.118906934015,47.3083507239096,10877,473748,ST-335A,1989, ,9600N,11325E,Yes,Wedged off ST-335 from 260.91 to 983.59m ,,57,722.68,,Siliceous Crystal Tuff/Felsic Tuff at 260.91m,15,Yes, 
-66.1107194008586,47.3103292895863,10878,473748,ST-336,1989, ,9710N,11975E,Yes, ,326,53,851.92,4.88,Felsic Tuff,NQ,Yes, 
-66.1189610585116,47.3063270080989,10879,473748,ST-338A,1989, ,9550N,11225E,Yes, ,326,55,1007.97,3.05,Siliceous Felsic Tuff,NQ,Yes, 
-66.1232749236851,47.3153182628651,10880,473748,ST-339,1989, ,10600N,11325E,Yes, ,161,54,405.69,3.05,Rhyolite (Siliceous Volcanic),NQ,Yes, 
-66.1224837629927,47.3131028900728,10881,473748,ST-342,1989, ,10350N,11275E,Yes, ,164,57,291.69,10.94,Siliceous Felsic Tuff,NQ,Yes, 
-66.1188230437821,47.305283121553,10882,473748,ST-343,1989, ,9550N,11225E,Yes, ,,65,1020.17,1.39,Felsic Tuff,NQ,Yes, 
-66.1180942941994,47.3128725610264,10883,473748,ST-345,1989, ,10195N,11575E,Yes, ,163,60,596.8,7.32,Siliceous Crystal Tuff,NQ,Yes, 
-66.4273920898865,47.22219021621,10884,473726,SL-88-02,1988, ,8+60N,87+50W,Yes, ,25,45,149.66,3.23,Chloritic Mafic Volcanic,NQ,Yes, 
-66.592510124885,47.5153813747176,10885,473595,PJ-88-1,1988, , , ,Yes, ,,-90,152.4,5.8,Felsic Intrusives,NQ,Yes, 
-66.0789311859056,47.3682084989441,10886,473577,R-48-88,1988, ,6+80S,29+00E,Yes, ,180,50,68.9,2.44,Dacite,BQ,Yes, 
-66.104031278322,47.3792801134183,10887,473577,R-46-88,1988, ,0+82S,8+30E,Yes, ,215,45,114.6,3.05,Argillite,BQ,Yes, 
-65.8078081568198,47.7065810000093,10888,473572,H-3,1987, ,28N,2317E,Yes, ,289,45,106.9848,1.8288,Greywacke and Siltstone,17,Yes, 
-65.8103618944983,47.7048963531694,10889,473572,H-4,1987, ,20N,1940E,Yes, ,109,45,166.4208,6.7056,Greywacke and Argillite,17,Yes, 
-65.8106941580848,47.7049612888209,10890,473572,H-5,1987, ,20N,1840E,Yes, ,109,63,179.5272,4.2672,Greywacke and Argillite,17,Yes, 
-65.810971132725,47.7031371430996,10891,473572,H-6,1987, ,14N,1970E,Yes, ,109,45,83.2104,11.5824,Greywacke and Argillite,17,Yes, 
-65.8091019140207,47.7034318093403,10892,473572,H-7,1987, ,16N,2600E,Yes, ,109,45,145.0848,7.62,Greywacke,17,Yes, 
-65.8187436386019,47.6986501005108,10893,473572,H-8,1987, ,85N,750E,Yes, ,109,45,98.7552,5.1816,Greywacke,17,Yes, 
-65.7979865820648,47.711675495321,10894,473572,H-19,1988, ,54N,42E,Yes, ,109,45,188.3664,2.7432,"Argillite, Limey Argillite and Grit",17,Yes, 
-65.2001621452711,46.4111780421015,10895,470213,CB-75-247,1975, , , ,Yes, ,,-90,30.6324,,Sand and Clay, ,Yes, 
-65.1978590056734,46.4079306960613,10896,470213,CB-75-248,1975, , , ,Yes, ,,-90,14.0208,,Clay and Sand, ,Yes, 
-65.1935409893597,46.401925019744,10897,470213,CB-75-249,1975, , , ,Yes, ,,-90,22.5552,,Clay and Gravel, ,Yes, 
-65.2024952643656,46.3989228971796,10898,470213,CB-75-250,1975, , , ,Yes, ,,-90,17.3736,,Clay and Gravel, ,Yes, 
-65.2138606817639,46.3989704235459,10899,470213,CB-75-251,1975, , , ,Yes, ,,-90,34.29,,Clay, ,Yes, 
-65.2071333837798,46.3897709668223,10900,470213,CB-75-255,1975, , , ,Yes, ,,-90,36.576,,Clay and Gravel, ,Yes, 
-65.2093644763895,46.3927563932493,10901,470213,CB-75-256,1975, , , ,Yes, ,,-90,8.2296,,Clay, ,Yes, 
-65.0579340131106,46.4445625382943,10902,470213,CB-75-1001,1975, , , ,Yes, ,,-90,14.6304,,Sand and Gravel, ,Yes, 
-65.0578022816414,46.4441289889111,10903,470213,CB-75-1002,1975, , , ,Yes, ,,-90,14.7828,,Sand and Gravel, ,Yes, 
-65.0586390754199,46.4439865838352,10904,470213,CB-75-1003,1975, , , ,Yes, ,,-90,11.2776,,Sand and Gravel, ,Yes, 
-65.0577637210984,46.4441105070663,10905,470213,Cb-75-1004,1975, , , ,Yes, ,,-90,13.4112,,Clay, ,Yes, 
-65.1582185455324,46.3679275192198,10906,470213,CB-75-2A,1976, , , ,Yes, ,,-90,10.3632,,Clay, ,Yes, 
-65.1488612518813,46.3720910972554,10907,470213,CB-75-11A,1975, , , ,Yes,"Abandoned, no location shown",,-90,5.1816,,Clay and Sand, ,Yes, 
-65.1439090894643,46.3657790325197,10908,470213,CB-75-12,1975, , , ,Yes, ,,-90,7.1628,,Clay and Brown Shale, ,Yes, 
-65.1669111008238,46.3723211797213,10909,470213,CBH-75-12,1975, , , ,Yes, ,,-90,20.574,,Clay, ,Yes, 
-65.1346212449183,46.369213462762,10910,470213,Cb-75-13,1975, , , ,Yes, ,,-90,23.622,,Red Shale and Clay, ,Yes, 
-65.1712853705895,46.3784725397975,10911,470213,CBH-75-13,1975, , , ,Yes, ,,-90,19.5072,,Clay and Gravel, ,Yes, 
-65.1396629381956,46.3755539911213,10912,470213,CB-75-14,1975, , , ,Yes, ,,-90,24.5364,,Clay and Gravel, ,Yes, 
-65.1755594635891,46.3845055899561,10913,470213,CBH-75-14,1975, , , ,Yes, ,,-90,12.0396,,Clay and Gravel, ,Yes, 
-65.1755988935895,46.3844880518742,10914,470213,CBH-75-14A,1975, , , ,Yes, ,,-90,17.6784,,Brown Shale and Sand, ,Yes, 
-65.1799729309413,46.3907290286245,10915,470213,CBH-75-15,1975, , , ,Yes, ,,-90,27.1272,,Clay and Sand, ,Yes, 
-65.1866956176651,46.3923540933652,10916,470213,CBH-75-17,1975, , , ,Yes, ,,-90,27.432,,Red Shale, ,Yes, 
-65.1777987724994,46.3800777125982,10917,470213,CBH-75-19,1975, , , ,Yes, ,,-90,15.3924,,Clay, ,Yes, 
-65.1734905821291,46.3738463977163,10918,470213,CBH-75-20,1975, , , ,Yes, ,,-90,18.288,,Clay and Gravel, ,Yes, 
-65.169078101348,46.3676676787978,10919,470213,CBH-75-21,1975, , , ,Yes, ,,-90,8.5344,,Clay and Gravel, ,Yes, 
-65.1757965440193,46.3693383494608,10920,470213,CBH-75-22,1975, , , ,Yes, ,,-90,9.906,,Brown Shale and Clay, ,Yes, 
-65.1406384858133,46.3917523750791,10921,470213,CB-75-23A,1975, , , ,Yes, ,,-90,31.6992,,Clay, ,Yes, 
-65.1406384858133,46.3917523750791,10922,470213,CB-75-23B,1975, , , ,Yes, ,,-90,16.4592,,Clay, ,Yes, 
-65.1845222507042,46.3816129496961,10923,470213,CBH-75-24,1975, , , ,Yes, ,,-90,15.24,,Sand, ,Yes, 
-65.1304374729625,46.3790158244105,10924,470213,CB-75-25,1975, , , ,Yes, ,,-90,43.2816,,Brown Shale and Clay, ,Yes, 
-65.1883164996153,46.3882068307369,10925,470213,CBH-75-25,1975, , , ,Yes, ,,-90,23.1648,,Sand and Clay, ,Yes, 
-65.1602665217615,46.3628498905384,10926,470213,CBD-75-25,1975, , , ,Yes, ,,-90,14.6304,,Clay and Brown Shale, ,Yes, 
-65.1212090329383,46.3825488638337,10927,470213,CB-75-27,1975, , , ,Yes, ,,-90,21.336,,Brown Shale and Clay, ,Yes, 
-65.1646862268708,46.36920900057,10928,470213,CBD-75-27,1975, , , ,Yes, ,,-90,17.9832,,Clay and Gravel, ,Yes, 
-65.1779469103798,46.37233247659,10929,470213,CBD-75-29,1975, , , ,Yes, ,,-90,12.6492,,Clay and Gravel, ,Yes, 
-65.1690088920077,46.375323860141,10930,470213,CBD-75-30,1975, , , ,Yes, ,,-90,19.6596,,Clay and Sand, ,Yes, 
-65.1467148337098,46.4142015831804,10931,470213,CB-75-32A,1975, , , ,Yes, ,,-90,28.956,,Red Mud, ,Yes, 
-66.1053098789017,47.8971926713439,10932,471967,NC 8,1955, , , ,1,no log reported,,,123.444,, ,17,2, 
-66.6599635509548,47.7426066994647,10933,471954,NB-55-51,1955, ,64+00S,0+50W,Yes, ,115,45,91.44,,Agglomerae,,Yes, 
-66.6596903257772,47.7448465173187,10934,471954,NB-55-52A,1955, ,56+00S,3+50W,Yes, ,115,45,32.9184,,Agglomeratic Tuff,,Yes, 
-66.6596903257772,47.7448465173187,10935,471954,NB-55-52B,1955, ,56+00S,3+60W,Yes, ,115,45,36.576,,Agglomeratic Tuff,,Yes, 
-66.6593275658846,47.7483545711857,10936,471954,NB-55-53,1955, ,44+00S,8+50W,Yes, ,115,45,92.3544,,Agglomeratic Tuff,,Yes, 
-66.6523711076087,47.7545246176867,10937,471954,NB-55-54,1955, ,16+00S,2+50W,Yes, ,115,45,152.7048,,Agglomeratic Tuff,,Yes, 
-65.9857275322941,47.7332748914282,10938,471339,486-3,1965, ,,,Yes, ,337,45,92.6592,,Arkose,AXT,Yes, 
