X,Y,OBJECTID,REPT_NO,LABEL,YEARDRILLED,GRIDNAME,GRIDLINE,GRIDSTATION,LOCATIONMAP,COMMENTS,AZIMUTHTRUE,DIP,LENGTH_M,OVERBURDEN_M,SURFACEROCK,CORESIZE,LOGSREPORTED,LOCATIONDETAIL
-64.8752132526615,45.846536334908,1,470644,J-3,1969, ,13+00E,3440N,Yes, ,225,-45,44.196,7.0104,CONGLOMERATE, ,Yes,
-64.8499123389605,45.8499870848471,2,470644,J-4,1969, ,72+00E,2600N,Yes, ,210,-45,34.1376,4.8768,ANDESITE, ,Yes,
-64.7887891801752,45.866162325375,3,470645,I-1,1969, ,L44E,3+75N,Yes, ,157,-45,20.7264,6.858,Rhyolite, ,Yes,
-64.6483880069969,45.8650141903716,4,474389,DEM93-2,1993, ,L13+06N,0+69E,Yes,This hole was deepened from 16.8 to 41.1m. (DEM93-2A),,-90,41.1,3,SILTSTONE,HQ,Yes,
-64.6490483349687,45.8664557560206,5,474389,DEM93-3,1993, ,L15+00N,0+75E,Yes, ,,-90,43.9,3,SANDSTONE,HQ,Yes,
-64.647338629621,45.865195059915,6,474389,DEM93-4,1993, ,L12+88N,1+47E,Yes, ,,-90,43.9,1.2,SANDSTONE,HQ,Yes,
-64.6469564822699,45.866223690221,7,474389,DEM93-5,1993, ,L13+85N,2+79E,Yes, ,,-90,111.9,2.7,CONGLOMERATE,HQ,Yes,
-64.6410114702034,45.8541311805628,8,474389,DEM93-6,1993, ,L0+00N,1+83E,Yes, ,,-90,62.2,5.8,SANDSTONE,HQ,Yes,
-64.6469929057704,45.8670611719989,9,474389,DEM93-7,1993, ,L15+00N,2+75E,Yes, ,,-90,101.8,3.2,CONGLOMERATE,HQ,Yes,
-64.6399877001568,45.8531695505654,10,474389,DEM93-8,1993, ,L1+00S,1+75E,Yes, ,,-90,59.1,9.7,CONGLOMERATE,HQ,Yes,
-64.6772741337034,45.7922491733628,11,TR 75-11,CHCR-35,1975, , , ,Yes,"Abandoned, see Topical Report 75-11",,-90,24.384,24.384,BOULDERS,BQ,Yes,
-64.6791777029688,45.7906869261533,12,TR 75-13,CHCR-36,1975, , , ,Yes,"Abandoned, see Topical Report 75-13",,-90,22.86,22.86,OVERBURDEN,BQ,Yes,
-64.6783537100427,45.7926714428872,13,TR 75-10,CHCR-37,1975, , , ,Yes,see Topical Report 75-10,,-89,57.6072,19.2024,ANHYDRITE,BQ,Yes,
-64.6758775031397,45.7936485566916,14,TR 75-11,CHCR-40,1975, , , ,Yes,see Topical Report 75-11,,-90,22.5552,7.3152,GYPSUM,BQ,Yes,
-64.6507538666027,45.7673615339554,15,TR 75-15,SH-32,1975, , , ,Yes,see Topical Report 75-15,,-90,30.1752,19.2024,LIMESTONE,BQ,Yes,
-64.6530792947011,45.7658695859378,16,TR 75-16,SH-33,1975, , , ,Yes,"Abandoned, see Topical Report 75-16",,-90,26.8224,26.8224,OVERBURDEN,BQ,Yes,
-64.6549043083173,45.763955512312,17,TR 75-14,SH-34,1975, , , ,Yes,see Topical Report 75-14,,-88,25.6032,13.4112,GYPSUM,BQ,Yes,
-65.494706893612,45.7923491389483,18,470672,59025,1976, , , ,Yes, ,,-90,25.908,6.73608,LIMESTONE,AQ,Yes,
-65.4429601568588,45.8748671752786,19,472205,59053,1978, ,L6+00S,1+00E,Yes, ,280,-45,52.1208,21.336,SANDSTONE,AQ,Yes,
-65.3320343583718,45.9788415568631,20,472377,59072,1979, , , ,Yes, ,165,-85,36.576,18.34896,SILTSTONE,AW,Yes,
-65.3346649047594,45.9875245159957,21,472377,59073,1979, , , ,Yes, ,165,-85,51.816,15.24,LIMESTONE,AW,Yes,
-65.3762248644695,45.9756514657145,22,474161,SA-91-068,1992, , , ,Yes, ,,-90,56.39,4.27,SANDSTONE,NQ,Yes,
-65.3744950005698,45.9744106548149,23,474161,SA-91-069,1992, , , ,Yes, ,,-90,83.82,3.66,SANDSTONE,NQ,Yes,
-65.3726965738757,45.9759044932301,24,474161,SA-91-070,1992, , , ,Yes, ,,-90,99.06,3.66,SANDSTONE,NQ,Yes,
-65.3749883198774,45.9774388205647,25,474161,SA-91-071,1992, , , ,Yes, ,,-90,59.44,3.66,SANDSTONE,NQ,Yes,
-65.3736521315032,45.9790452182125,26,474161,SA-91-072,1992, , , ,Yes, ,,-90,80.16,3.66,SANDSTONE,NQ,Yes,
-65.3710774071828,45.9774630675013,27,474161,SA-91-073,1992, , , ,Yes, ,,-90,131.37,15.85,SANDSTONE,NQ,Yes,
-65.3719191502639,45.9804857052152,28,474161,SA-91-074,1992, , , ,No, ,,-90,102.11,4.27,SANDSTONE,NQ,Yes,
-65.3695108660882,45.9789681546136,29,474161,SA-91-075,1992, , , ,No, ,,-90,153.92,42.06,SANDSTONE,NQ,Yes,
-65.3702235044002,45.9819895219643,30,474161,SA-91-076,1992, , , ,No, ,,-90,126.49,7.2,SANDSTONE,NQ,Yes,
-65.3715486438116,45.9828304765328,31,474161,SA-91-077,1992, , , ,No, ,,-90,86.87,6,SANDSTONE,NQ,Yes,
-65.372037421397,45.9816476036494,32,474161,SA-91-078,1992, , , ,Yes, ,,-90,99.06,13.5,SANDSTONE,NQ,Yes,
-65.3709134375954,45.9810695893126,33,474161,SA-91-079,1992, , , ,Yes, ,,-90,117.35,17.8,SANDSTONE,NQ,Yes,
-65.3730091878349,45.9808294286915,34,474161,SA-91-080,1992, , , ,Yes, ,,-90,74.68,10.5,ARGILLITE,NQ,Yes,
-65.3738620446039,45.9801450367778,35,474161,SA-91-081,1992, , , ,Yes, ,,-90,68.58,4.6,ARGILLITE,NQ,Yes,
-64.2862695998222,45.9828797686463,36,472610,M-80-001,1980, , , ,Yes, ,,-90,137.16,5.4864,SANDSTONE,BQ,Yes,
-64.3008926423471,45.9816515260154,37,472610,M-80-002,1980, , , ,Yes, ,,-90,24.384,5.334,SANDSTONE,BQ,Yes,
-64.2790760604514,46.0009540947617,38,472610,M-80-003,1980, , , ,Yes, ,,-90,76.2,6.61416,MUDSTONE,BQ,Yes,
-64.369660782076,45.9798644515096,39,474676,MV-95-001,1996, ,L105+00N,106+40N,Yes, ,,-90,111.25,6.1,SANDSTONE,NQ,Yes,
-64.371893460431,45.9842348249163,40,474676,MV-95-002,1996, ,L110+00N,105+00N,Yes, ,,-90,245.36,3.05,SANDSTONE,NQ,Yes,
-64.3601457279012,45.9742413699671,41,470655,CA-72-005,1972, ,L58+50S,36+25W,Yes, ,,-90,39.0144,3.9624,SANDSTONE,HQ,Yes,
-64.3519138038862,45.9858031257407,42,470657,CA-72-001,1973, , , ,Yes, ,,-90,147.066,7.9248,SILTSTONE,HQ,Yes,
-64.3556911847055,45.9975822856523,43,470657,CA-72-002,1973, , , ,Yes, ,,-90,98.4504,7.4676,SANDSTONE,HQ,Yes,
-64.3536625577366,45.9932964340284,44,470657,CA-72-003,1973, , , ,Yes, ,,-90,70.89648,6.82752,CONGLOMERATE,HQ,Yes,
-64.3586520195804,45.9728183900829,45,470657,CA-72-004,1973, , , ,Yes, ,,-90,43.1292,3.9624,CONGLOMERATE,HQ,Yes,
-64.3596282890403,45.9716038798995,46,470657,CA-72-006,1973, , , ,Yes, ,,-90,67.6656,4.63296,SANDSTONE,HQ,Yes,
-64.3566400820148,45.9717815887487,47,470657,CA-72-007,1973, , , ,Yes, ,,-87,58.2168,6.4008,SANDSTONE,HQ,Yes,
-64.3556848167993,45.9847673733755,48,470657,CA-72-008,1973, , , ,Yes, ,,-90,66.294,5.4864,SILTSTONE - SANDSTONE,HQ,Yes,
-64.4773609667349,45.9358455889757,49,470657,CA-72-009,1973, , , ,Yes, ,,-90,38.92296,3.6576,SHALE - SILSTONE,HQ,Yes,
-64.4752025589418,45.9359691567813,50,470657,CA-72-010,1973, , , ,Yes, ,,-90,90.8304,4.572,SANDSTONE,HQ,Yes,
-64.4762200128035,45.9353033459301,51,470657,CA-72-011,1973, , , ,Yes, ,,-90,72.8472,4.2672,MUDSTONE,NQ,Yes,
-64.4740492754774,45.9368215178009,52,470657,CA-72-012,1973, , , ,Yes, ,,-90,51.5112,3.5052,SANDSTONE,NQ,Yes,
-64.4726724846034,45.9346192197405,53,470657,CA-72-013,1973, , , ,Yes, ,,-90,195.2244,4.572,CONGLOMERATE,NQ,Yes,
-64.4852482267395,45.9296323276308,54,470657,CA-72-014,1973, , , ,Yes, ,,-90,145.6944,3.048,SANDSTONE,NQ,Yes,
-64.4624092030887,45.9317360601521,55,470657,CA-72-015,1973, , , ,Yes, ,,-90,75.5904,4.8768,SANDSTONE,NQ,Yes,
-64.3607026672858,45.9872016254952,56,470657,CA-72-016,1973, , , ,Yes, ,,-90,45.1104,6.096,SANDSTONE,NQ,Yes,
-64.359413262502,45.9931618033275,57,470657,CA-72-017,1973, , , ,Yes, ,,-90,48.3108,4.572,SHALE,NQ,Yes,
-64.356826271668,46.00194126009,58,470657,CA-72-018,1973, , , ,Yes, ,,-90,60.3504,4.572,SANDSTONE,NQ,Yes,
-64.468234440789,45.9346569923276,59,470658,CA-73-019,1974, , , ,Yes, ,,-90,204.7,3.3528,CONGLOMERATE,NQ,Yes,
-64.4740202933748,45.9309176538642,60,470658,CA-73-020,1974, , , ,Yes, ,,-90,212,3.6576,SANDSTONE,NQ,Yes,
-64.4803940045825,45.9301311436167,61,470658,CA-73-021,1974, , , ,Yes, ,,-90,197.3,5.1816,CONGLOMERATE,NQ,Yes,
-64.4708955051044,45.93137487635,62,470658,CA-73-022,1974, , , ,Yes, ,,-90,252.1,4.8768,SANDSTONE,NQ,Yes,
-64.4736723687906,45.9312624152386,63,470658,CA-73-023,1974, , , ,Yes, ,,-90,230.8,6.4008,SHALE,NQ,Yes,
-64.4746686550826,45.932935982983,64,470658,CA-73-024,1974, , , ,Yes, ,,-90,218.6,4.572,CONGLOMERATE,NQ,Yes,
-64.4761593665575,45.9292009423048,65,470658,CA-73-025,1974, , , ,Yes, ,,-90,272.3,2.5908,SHALE,NQ,Yes,
-64.4652719933782,45.9352519485284,66,470658,CA-73-026,1974, , , ,Yes, ,,-90,179.3,1.8288,SANDSTONE,NQ,Yes,
-64.467834474944,45.9325530742671,67,470658,CA-73-027,1974, , , ,Yes, ,,-90,243,4.2672,SANDSTONE,NQ,Yes,
-64.4775209504353,45.9328787647829,68,470658,CA-73-028,1974, , , ,Yes, ,,-90,145.4,3.3528,SANDSTONE,NQ,Yes,
-64.3483454143067,45.9992074363468,69,470658,CA-73-029,1974, , , ,Yes, ,,-90,324.7,7.0104,QUARTZITIC SANDSTONE,NQ,Yes,
-64.4708494244842,45.9333358385083,70,470658,CA-74-030,1974, , , ,Yes, ,,-90,225,4.8768,SANDSTONE,NQ,Yes,
-64.4663149350879,45.9293312543214,71,470658,CA-74-031,1974, , , ,Yes, ,,-90,426.2,9.84504,SILTSTONE,NQ,Yes,
-64.351164275851,45.9987747559331,72,470661,1,1964, ,L32+00S,1+00E,Yes,hole location from Chilean's rpt 474970,336,-60,61.5696,6.096,SANDSTONE, ,Yes,
-64.3518059010463,45.9992098324839,73,470661,2,1964, ,L30+65S,0+88E,Yes,hole location from Chilean's rpt 474971,336,-60,62.1792,3.6576,CONGLOMERATE, ,Yes,
-64.3527743104591,45.9995430831798,74,470661,3,1964, ,L29+30S,1+15W,Yes,hole location from Chilean's rpt 474972,336,-60,61.2648,3.048,SANDSTONE, ,Yes,
-64.3536039388565,45.9997927151348,75,470661,4,1964, ,L27+95S,1+36W,Yes,hole location from Chilean's rpt 474973,336,-60,49.3776,4.572,SANDSTONE, ,Yes,
-64.4367773583872,45.9388240528792,76,470667,14,1960, , , ,Yes,"trenches,Ventures drilling,and Cominga drilling in report",,-90,90.5,3.048,CONGLOMERATE,NX,Yes,
-64.4619349917849,45.9316555689583,77,470479,G-001,1977, ,L32+40S,24+55E,Yes, ,,-90,374.1,4.2672,SANDSTONE,NQ,Yes,
-64.4600471191291,45.9342404313278,78,470479,G-002,1977, ,L30+95S,31+10E,Yes, ,,-90,264.3,3.048,SANDSTONE,NQ,Yes,
-64.460984862163,45.9360930522267,79,470479,G-003,1977, ,L21+10S,33+25E,Yes, ,,-90,155.8,5.1816,CONGLOMERATE,NQ,Yes,
-64.4636605069782,45.9362849848057,80,470479,G-004,1977, ,L15+85S,28+10E,Yes, ,,-90,105.8,3.6576,SANDSTONE,NQ,Yes,
-64.4704859996528,45.9344542287157,81,470479,G-005,1977, ,L11+90S,10+40E,Yes, ,,-90,157.6,2.1336,CONGLOMERATE,NQ,Yes,
-64.4755990030233,45.9314767140186,82,470479,G-006,1977, ,L18+00S,4+00W,Yes, ,,-90,42.4,5.4864,SHALE,NQ,Yes,
-64.4749542088555,45.9311232698866,83,470479,G-006A,1977, ,L18+50S,3+95W,Yes, ,,-90,221.6,5.4864,SHALE,NQ,Yes,
-64.4767389335949,45.9306330996023,84,470479,G-007,1977, ,L16+40S,12+75W,Yes, ,,-90,207.9,3.9624,SANDSTONE,NQ,Yes,
-64.4617213155223,45.9297529440237,85,470479,G-008,1977, ,L39+70S,18+55E,Yes, ,,-90,472,7.9248,SHALE,NQ,Yes,
-64.4591114704786,45.9484241001097,86,470479,G-009,1977, ,L12+25N,64+00E,Yes, ,,-90,71,2.5908,SANDSTONE,NQ,Yes,
-64.4570664040335,45.9496562421571,87,470479,G-010,1977, ,L12+00N,71+00E,Yes, ,,-90,131.4,2.7432,SANDSTONE,NQ,Yes,
-64.4629326421377,45.9571136622155,88,470479,G-011,1977, ,L44+00W,71+00E,Yes, ,,-90,102.7,4.8768,SANDSTONE,NQ,Yes,
-64.4602591622755,45.9582356167305,89,470479,G-012,1977, ,L44+00N,78+00E,Yes, ,,-90,127.4,6.096,SANDSTONE,NQ,Yes,
-64.4559206189029,45.9534332400731,90,470479,G-013,1977, ,L24+00N,79+00E,Yes, ,,-90,84.8,3.6576,SANDSTONE,NQ,Yes,
-65.9336815294716,47.6715851860891,91,477647,FD11-01,2011,,,,1,,360,45,126,2.1,Hornfels,15,1,Coordinates provided
-65.9338110050954,47.6715189030526,92,477647,FD11-02,2011,,,,1,,350,45,90,3.7,Brecciated hornfels,15,1,Coordinates provided
-65.934023415862,47.6715044714105,93,477647,FD11-03,2011,,,,1,,350,45,78,2.4,Mineralized hornfels,15,1,Coordinates provided
-65.934023415862,47.6715044714105,94,477647,FD11-04,2011,,,,1,,350,70,102,1.3,Skarnified hornfels,15,1,Coordinates provided
-65.9343206417465,47.6715777863255,95,477647,FD11-05,2011,,,,1,,80,45,105,8,Skarnified hornfels,15,1,Coordinates provided
-65.9338358759185,47.6712483023629,96,477647,FD11-06,2011,,,,1,,20,45,105,4.6,Greywacke conglomerate,15,1,Coordinates provided
-65.9343205538297,47.6711009189634,97,477647,FD11-07,2011,,,,1,,20,45,102,5.7,Skarnified hornfels,15,1,Coordinates provided
-65.9429563613751,47.6659391498072,98,477647,FH11-01,2011,,,,1,,160,45,361.5,13.5,Foliated mudstone,15,1,Coordinates provided
-65.9409867471831,47.6671596034885,99,477647,FH11-02,2011,,,,1,,160,55,156,6,Grey mudstone,15,1,Coordinates provided
-65.9405218552434,47.6662356424762,100,477647,FH11-03,2011,,,,1,,160,45,260,6,Grey mudstone,15,1,Coordinates provided
-65.9427325107858,47.6655130112825,101,477647,FH11-04,2011,,,,1,,160,45,111,6,Grey mudstone,15,1,Coordinates provided
-65.9459201098621,47.6643962172079,102,477647,FH11-05,2011,,,,1,,160,45,42,6,Altered mudstone,15,1,Coordinates provided
-65.9505151558722,47.6646200285219,103,477647,FH11-06,2011,,,,1,,160,45,99,3,Altered mudstone,15,1,Coordinates provided
-66.2217918403437,47.1444990429742,104,472925,140-83-25,1983,,,,1,,,-48,54.9,3.7,Quartz sericite felsic tuff,17,1,
-64.4542198413158,45.951278888992,105,470479,G-014,1977, ,L12+00N,79+00E,Yes, ,,-90,84.8,2.7432,SANDSTONE,NQ,Yes,
-64.4550350369136,45.9463260892113,106,470479,G-015,1977, ,L00+25N,12+95E,Yes, ,,-90,17.7,3.048,SANDSTONE,NQ,Yes,
-64.4800275829009,45.9278028926263,107,472201,G-028,1978, ,L20+00S,23+50W,Yes, ,,-90,255.2,3.048,SANDSTONE,NQ,Yes,
-64.4807259850623,45.9284542271814,108,472201,G-029,1978, ,L17+00S,23+50W,Yes, ,,-90,233.8,6.096,SANDSTONE,NQ,Yes,
-64.4813721973869,45.9291226286896,109,472201,G-030,1978, ,L14+00S,24+50W,Yes, ,,-90,206.4,3.048,CONGLOMERATE,NQ,Yes,
-64.3470342823961,46.0063459622031,110,474970,DDH-97-1,1997, , , ,Yes, ,,-90,156.972,3.6576,SANDSTONE,NQ,Yes,
-64.342192177226,46.0089719849872,111,474970,DDH-97-2,1997, , , ,Yes, ,,-90,147.828,5.4864,SANDSTONE,NQ,Yes,
-64.3526526422032,45.9990188362161,112,474970,DDH-97-3,1997, , , ,Yes, ,,-90,306.9336,6.096,SANDSTONE,NQ,Yes,
-64.3536991711461,45.9993355550955,113,474970,DDH-97-4,1997, , , ,Yes, ,,-90,98.78568,6.096,SANDSTONE,NQ,Yes,
-64.357162453008,45.9979339745547,114,474970,DDH-97-5,1997, , , ,Yes, ,,-60,153.924,3.6576,SANDSTONE,NQ,Yes,
-64.3571990660945,45.9973227223237,115,474970,DDH-97-6,1997, , , ,Yes, ,,-85,153.924,7.0104,SANDSTONE,NQ,Yes,
-64.5264134097653,45.9361136147487,116,470628,UD-001,1972, ,L3+50S,2+00W,Yes,Report the same as 470638,340,-50,240.792,35.9664,GYPSUM,BQ,Yes,
-64.5258747547872,45.9349434031741,117,470628,UD-002,1972, ,L8+40S,2+00W,Yes,Report the same as 470638,340,-50,236.22,19.812,GYPSUM,BQ,Yes,
-64.5253358014265,45.933782182466,118,470628,UD-003,1972, ,L12+20S,2+00W,Yes,Report the same as 470638,340,-52,197.2056,37.1856,Conglomerate,BQ,Yes,
-64.5240182591311,45.9363689830545,119,470628,UD-004,1972, ,L5+00S,2+00E,Yes,Report the same as 470638,340,-45,131.3688,21.9456,GYPSUM,BQ,Yes,
-64.5227957200417,45.9366536955333,120,470628,UD-006,1972, ,L4+50S,4+00E,Yes,Report the same as 470638,340,-45,91.7448,22.5552,MUDSTONE,BQ,Yes,
-64.5156335859759,45.9389226516751,121,470628,UD-007,1972, ,L4+00S,26+00E,Yes,Report the same as 470638,340,-45,121.92,39.0144,SHALE,BQ,Yes,
-64.5150832013059,45.9380851434049,122,470628,UD-008,1972, ,L7+50S,26+00E,Yes,Report the same as 470638,340,-45,212.4456,28.6512,SANDSTONE,BQ,Yes,
-64.5318865066682,45.9334458087054,123,470628,UD-005,1972, ,L5+20S,13+00W,Yes,Report the same as 470638,347,-50,179.5272,19.5072,GYPSUM,BQ,Yes,
-64.6456696570325,45.9020088603954,124,473490,HB-87-001,1988, , , ,Yes,Assayed for gypsum,,-90,15.5,7.6,RED MUDSTONE,BQ,Yes,
-64.6464177308543,45.9019940645943,125,473490,HB-87-002,1988, , , ,Yes,Assayed for gypsum,,-90,12.2,6.1,RED MUDSTONE,BQ,Yes,
-64.6557713883976,45.8986276851454,126,473490,HB-87-003,1988, , , ,Yes,"Abandoned, no location shown",,-90,15.2,2.2,RED MUDSTONE,BQ,Yes,
-64.6678263133443,45.8657522061075,127,473491,DE-87-001,1988, , , ,Yes,"map show DNR holes & NOR holes, this hole abandoned",,-90,9.1,9.1,OVERBURDEN,BQ,Yes,
-64.6678263133443,45.8657522061075,128,473491,DE-87-001A,1988, , , ,Yes,map show DNR holes & NOR holes,,-90,21.6,14.6,GYPSUM,BQ,Yes,
-64.6682351134162,45.8662447298246,129,473491,DE-87-002,1988, , , ,Yes,map show DNR holes & NOR holes,,-90,22.9,22.9,OVERBURDEN,BQ,Yes,
-64.6686011401545,45.8668625453357,130,473491,DE-87-003,1988, , , ,Yes,map show DNR holes & NOR holes,,-90,23.8,23.8,OVERBURDEN,BQ,Yes,
-64.6675693322453,45.8653431180013,131,473491,DE-87-004,1988, , , ,Yes,map show DNR holes & NOR holes,,-90,30.4,12,CONGLOMERATE,BQ,Yes,
-64.6672479860613,45.8649329911765,132,473491,DE-87-005,1988, , , ,Yes,map show DNR holes & NOR holes,,-90,30.5,13.1,GYPSUM,BQ,Yes,
-64.6670263643718,45.8646234584731,133,473491,DE-87-006,1988, , , ,Yes,map show DNR holes & NOR holes,,-90,21.3,17.1,GYPSUM,BQ,Yes,
-64.6748800827452,45.8627701446729,134,473491,DE-87-007,1988, , , ,Yes,map show DNR holes & NOR holes,,-90,15.2,7.6,GYPSUM,BQ,Yes,
-64.674737737893,45.8623989092459,135,473491,DE-87-008,1988, , , ,Yes,map show DNR holes & NOR holes,,-90,15.5,10.4,GYPSUM,BQ,Yes,
-64.6752076835391,45.8622084843281,136,473491,DE-87-009,1988, , , ,Yes,map show DNR holes & NOR holes,,-90,15.5,0.9,GYPSUM,BQ,Yes,
-64.6759426521164,45.8629671813944,137,473491,DE-87-010,1988, , , ,Yes,map show DNR holes & NOR holes,,-90,15.2,3.4,GYPSUM,BQ,Yes,
-64.6751467247857,45.8632783574228,138,473491,DE-87-011,1988, , , ,Yes,map show DNR holes & NOR holes,,-90,12.2,7.6,ANHYDRITE,BQ,Yes,
-64.6750761395957,45.8619004140674,139,473491,DE-87-012,1988, , , ,Yes,map show DNR holes & NOR holes,,-90,12.2,5.8,GYPSUM,BQ,Yes,
-64.5098417122487,45.9418090816078,140,473280,UD-85-001,1986, , , ,Yes, ,340,-45,53.9496,2.045208,CONGLOMERATE,NQ,Yes,
-64.5092391305777,45.9413485868732,141,473280,UD-85-002,1986, , , ,Yes, ,340,-45,90.25128,3.624072,CONGLOMERATE,NQ,Yes,
-64.5000439252685,45.9434459771792,142,473280,UD-85-003,1986, , , ,Yes, ,,,105.79608,1.85928,SANDSTONE - CONGLOMERATE,NQ,Yes,
-64.6577996529822,45.857770159724,143,470640,C-001,1976, , , ,Yes,,,-90,131.3688,12.192,SANDSTONE - CONGLOMERATE,BQ,Yes,
-64.6542738758731,45.8545813632636,144,470640,C-002,1976, , , ,Yes,,,-90,156.6672,17.0688,SANDSTONE - CONGLOMERATE,BQ,Yes,
-64.6684248456044,45.8647899882608,145,473910,DMD-90-001,1990, ,L1+00W,1+98S,Yes, ,,-90,40.4,16.2,GYPSUM,BQ,Yes,
-64.6681427112387,45.8643624984636,146,473910,DMD-90-002,1990, ,L1+00W,2+47S,Yes, ,,-90,26.2,15.9,GYPSUM,BQ,Yes,
-64.6694728525101,45.8642579507721,147,473910,DMD-90-003,1990, ,L2+00W,1+98S,Yes,"Abandoned, no location shown",,-90,19.8,19.8,overburden-red mud/water,BQ,Yes,
-64.6685931986198,45.8651526522471,148,473910,DMD-90-004,1990, ,L1+00W,1+50S,Yes, ,,-90,20.4,14,GYPSUM,BQ,Yes,
-64.669029530608,45.865591624242,149,473910,DMD-90-005,1990, ,L1+00W,1+02S,Yes, ,,-90,20.1,7.3,SANDSTONE,BQ,Yes,
-64.6687775019515,45.8658125321949,150,473910,DMD-90-006,1990, ,L0+70W,0+98S,Yes, ,,-90,25.9,8.5,GYPSUM,BQ,Yes,
-64.6694156394438,45.8652108980295,151,473910,DMD-90-007,1990, ,L1+50W,1+26S,Yes, ,,-90,23.5,11.9,GYPSUM,BQ,Yes,
-64.6689649489704,45.8648166899627,152,473910,DMD-90-008,1990, ,L1+50W,1+77S,Yes, ,,-90,27.3,15.5,GYPSUM,BQ,Yes,
-64.8754116103207,45.8459182746633,153,470644,J-1,1969, ,3+00E,3200N,Yes, ,45,-45,14.0208,4.8768,QUARTZITE, ,Yes,
-64.8753921893106,45.8457020329146,154,470644,J-2,1969, ,13+00E,3200N,Yes, ,45,-40,37.7952,6.4008,QUARTZITE, ,Yes,
-66.2240607860445,47.1493890428156,155,472925,140-83-26,1983,,,,1,,,-45,137.2,3.8,Sericitic felsic tuff-tuffaceous quartzwackes,17,1,
-64.4871652774381,45.9304787095691,156,470667,1,1960, , , ,Yes,,,-90,58.5,4.2672,SANDSTONE,NX,Yes,
-64.4866784647268,45.9312051279855,157,470667,2,1960, , , ,Yes,,,-90,36.9,4.8768,SANDSTONE,NX,Yes,
-64.4856988239553,45.9316312476304,158,470667,3,1960, , , ,Yes,,,-90,34.6,5.4864,SANDSTONE,NX,Yes,
-64.4849691332872,45.9319609101036,159,470667,4,1960, , , ,Yes,,,-90,35.1,4.2672,SANDSTONE,NX,Yes,
-65.7994518661573,47.5705547955932,160,470378,Newkirk-53-1,1953,,,,1,,157,-45,122.8,7.6,Sediment or tuff,17,1,
-64.4844490002986,45.9321915143597,161,470667,5,1960, , , ,Yes,,,-90,31.7,4.2672,SANDSTONE,NX,Yes,
-64.4838052306166,45.9322295953631,162,470667,6,1960, , , ,Yes,,,-90,44.2,4.2672,SANDSTONE,NX,Yes,
-64.4834095691224,45.9326683888948,163,470667,7,1960, , , ,Yes,,,-90,25.6,4.8768,SANDSTONE,NX,Yes,
-64.4823652773263,45.9326588622416,164,470667,8,1960, , , ,Yes,,,-90,44.2,4.8768,CONGLOMERATE,NX,Yes,
-65.7978915631737,47.5739632368477,165,470378,Newkirk-53-2,1953,,,,1,,157,-45,103.6,8.5,Sediment or tuff,17,1,
-64.488146990698,45.9305944431698,166,470667,9,1960, , , ,Yes,,,-90,31.1,4.8768,SHALE,NX,Yes,
-64.4889926829698,45.9301590045111,167,470667,10,1960, , , ,Yes,,,-90,32.5,6.7056,SANDSTONE,NX,Yes,
-65.817133830187,47.5752926653371,168,470378,Newkirk-53-3,1953,,,,1,,337,-45,198.7,8.2,Sediments,17,1,
-64.489545683432,45.9298638982965,169,470667,11,1960, , , ,Yes,,,-90,31.7,4.8768,SANDSTONE,NX,Yes,
-65.5365642835161,45.599850330019,170,473023,82-001,1984, ,L13+00W,3+20S,Yes, ,,,37,13,Sand and Gravel, ,Yes,
-65.5412420549631,45.6013926492499,171,473023,82-002,1984, ,L14+80W,0+50N,Yes, ,,,37,16,Sand, ,Yes,
-65.5306960535784,45.6093111615881,172,473023,82-003,1984, ,L3+00W,2+20N,Yes, ,,,37,6,Bedrock-siltstone/mudstone, ,Yes,
-65.5366902493203,45.6059250290653,173,473023,82-004,1984, ,L9+00W,2+00N,Yes, ,,,37,1,Gravel, ,Yes,
-65.5336003704874,45.6029833893485,174,473023,82-005,1984, ,L9+00W,2+00S,Yes, ,,,37,10,Gravel and sand, ,Yes,
-65.5320851421387,45.6060927583013,175,473023,82-006,1984, ,L6+00W,00+00,Yes, ,,,37,6,"Bedrock-red, Hillsborough Formation", ,Yes,
-65.5335089391945,45.605304086182,176,473023,82-007,1984, ,L7+50W,00+00,Yes, ,,,37,2,Quartz pebbles in red silty matrix, ,Yes,
-65.5325768876769,45.6058270165618,177,473023,82-008,1984, ,L6+60W,00+00,Yes, ,,,14,4,Bedrock-red siltstone with conglomerate, ,Yes,
-65.5330170469213,45.6055788286472,178,473023,82-009,1984, ,L7+00W,00+00,Yes, ,,,19,4,Gravel-quartz pebbles, ,Yes,
-65.5350747742703,45.6044536196131,179,473023,82-010,1984, ,L9+00W,00+00,Yes, ,,,13,4,Gravel-quartz pebbles, ,Yes,
-65.5363811158011,45.6037808855391,180,473023,82-011,1984, ,L10+50W,00+00,Yes, ,,,19,10,Gravel, ,Yes,
-65.5383352450021,45.6027087250035,181,473023,82-012,1984, ,L12+00W,00+00,Yes, ,,,19,11,Sand-gritty quartz sand, ,Yes,
-65.5375250456518,45.6043484772595,182,473023,82-013,1984, ,L10+70W,1+20N,Yes, ,,,25,13,Gravel, ,Yes,
-65.5367676544701,45.607383357402,183,473023,82-014,1984, ,L8+00W,3+50W,Yes, ,,,19,7,Bedrock-Hillsborough Formation, ,Yes,
